rank,phi_e_region,spin_case,spin_label,best_C13_key,best_C13,kinematic_point,s,sqrt_s,qOut,theta_in,phi_in_electron,phi_in,phiOut,phi_e_region_offset,Q2,xB,t,W2,y,theta_e_gamma_deg,squared_amplitude_M2
18,backward,unpolarized,Unpolarized,unpolarized_C13,4.3602713843762310e-15,s02_qout04,1.8647064799999999e+01,4.3182247278250809e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,1.5010624621103434e+01,8.8185082238859092e-01,-4.0672445192825322e+00,2.8909471360306913e+00,9.5804109988513952e-01,1.7820836684429065e+02,4.5623209943425481e+05
19,backward,unpolarized,Unpolarized,unpolarized_C13,3.9854772267224312e-15,s04_qout04,2.3308830999999998e+01,4.8279220167687056e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,2.0157664833011143e+01,9.3206133588478324e-01,-7.1434219978967315e+00,2.3491516171183999e+00,9.6424205204316771e-01,1.7689187694097694e+02,3.6665631023075571e+05
20,backward,unpolarized,Unpolarized,unpolarized_C13,3.9765745030649769e-15,s05_qout06,2.5639714099999999e+01,5.0635673294625008e+00,2.0000000000000000e+00,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,2.0712845574182552e+01,8.6217962189314168e-01,-3.7698503875644560e+00,4.1908155611634008e+00,9.7027234142661978e-01,1.7943778689841997e+02,3.6706286355487059e+05
21,backward,unpolarized,Unpolarized,unpolarized_C13,3.9465285466225426e-15,s05_qout06,2.5639714099999999e+01,5.0635673294625008e+00,2.0000000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,2.0712845574182541e+01,8.6217962189314146e-01,-3.7698503875644538e+00,4.1908155611634044e+00,9.7027234142661978e-01,1.7943778689841866e+02,3.6706286355180218e+05
22,backward,unpolarized,Unpolarized,unpolarized_C13,3.9305740950563905e-15,s00_qout01,1.3985298599999998e+01,3.7396923135466635e+00,7.5000000000000000e-01,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,1.1687538194538281e+01,9.5049439898328492e-01,-6.6868154045202193e+00,1.4885783632380589e+00,9.3825608749019229e-01,1.7447058862773341e+02,1.0761574079988054e+06
23,backward,unpolarized,Unpolarized,unpolarized_C13,3.9145801181781429e-15,s00_qout03,1.3985298599999998e+01,3.7396923135466635e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,1.0611847105711288e+01,8.5637802341504587e-01,-3.0424500850188809e+00,2.6595422347373043e+00,9.4552579202011022e-01,1.7824138371506481e+02,6.2592301387049293e+05
24,backward,unpolarized,Unpolarized,unpolarized_C13,3.9063364478172686e-15,s02_qout00,1.8647064799999999e+01,4.3182247278250809e+00,5.0000000000000000e-01,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,1.6590856173151849e+01,9.8294094585731806e-01,-1.2560631327396104e+01,1.1677802335286502e+00,9.4999620912464278e-01,1.7245871250214930e+02,2.1752796355129145e+06
25,backward,unpolarized,Unpolarized,unpolarized_C13,3.8895546877666466e-15,s05_qout01,2.5639714099999999e+01,5.0635673294625008e+00,7.5000000000000000e-01,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,2.3442474358420053e+01,9.8291729829843355e-01,-1.6254657469904856e+01,1.2872646419042191e+00,9.6324798571234316e-01,1.7310463540054994e+02,9.9226193053252809e+05
26,backward,unpolarized,Unpolarized,unpolarized_C13,3.7338265154360697e-15,s04_qout03,2.3308830999999998e+01,4.8279220167687056e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,2.0616167274610465e+01,9.5467838195800858e-01,-9.5252569041484527e+00,1.8585590064018072e+00,9.6281130668149506e-01,1.7560730002796041e+02,4.3755561688470375e+05
27,backward,unpolarized,Unpolarized,unpolarized_C13,3.5131476130315151e-15,s03_qout02,2.0977947899999997e+01,4.5801689815988222e+00,1.0000000000000000e+00,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,1.8537929522670595e+01,9.6291086720761088e-01,-1.0091766131340096e+01,1.5938828100054920e+00,9.5789973165956688e-01,1.7470704263186519e+02,6.2085540693949210e+05
28,backward,unpolarized,Unpolarized,unpolarized_C13,3.2924875309248223e-15,s04_qout04,2.3308830999999998e+01,4.8279220167687056e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,2.0157664833011140e+01,9.3206133588478313e-01,-7.1434219978967279e+00,2.3491516171184017e+00,9.6424205204316771e-01,1.7689187694097694e+02,3.6665631023169390e+05
29,backward,unpolarized,Unpolarized,unpolarized_C13,3.2801134062931396e-15,s04_qout03,2.3308830999999998e+01,4.8279220167687056e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,2.0616167274610458e+01,9.5467838195800847e-01,-9.5252569041484545e+00,1.8585590064018092e+00,9.6281130668149484e-01,1.7560730002796041e+02,4.3755561688579363e+05
30,backward,unpolarized,Unpolarized,unpolarized_C13,3.1213013809170419e-15,s05_qout03,2.5639714099999999e+01,5.0635673294625008e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,2.3011731991141762e+01,9.6246650031963743e-01,-1.1250395914264187e+01,1.7772371404856873e+00,9.6564016834754907e-01,1.7528554889740136e+02,4.2242251320707961e+05
31,backward,unpolarized,Unpolarized,unpolarized_C13,3.0205824324425293e-15,s01_qout01,1.6316181699999998e+01,4.0393293626541515e+00,7.5000000000000000e-01,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,1.4057412680288859e+01,9.6278170407090802e-01,-8.5419253496632130e+00,1.4232620385025554e+00,9.4587401510342839e-01,1.7405112328553338e+02,1.0458110779597699e+06
32,backward,unpolarized,Unpolarized,unpolarized_C13,3.0154819825978388e-15,s01_qout03,1.6316181699999998e+01,4.0393293626541515e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,1.3233635596393757e+01,9.0170993080012085e-01,-4.5779803683938098e+00,2.3223643872173572e+00,9.5075375188320232e-01,1.7719861783260296e+02,5.3775306390758022e+05
33,backward,unpolarized,Unpolarized,unpolarized_C13,2.9422937896873551e-15,s01_qout01,1.6316181699999998e+01,4.0393293626541515e+00,7.5000000000000000e-01,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,1.4057412680288854e+01,9.6278170407090791e-01,-8.5419253496632095e+00,1.4232620385025572e+00,9.4587401510342817e-01,1.7405112328553338e+02,1.0458110779594532e+06
34,backward,unpolarized,Unpolarized,unpolarized_C13,2.9079492570221463e-15,s01_qout03,1.6316181699999998e+01,4.0393293626541515e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,1.3233635596393757e+01,9.0170993080012074e-01,-4.5779803683938098e+00,2.3223643872173572e+00,9.5075375188320244e-01,1.7719861783260322e+02,5.3775306390773458e+05
35,backward,unpolarized,Unpolarized,unpolarized_C13,2.8998836481776152e-15,s04_qout01,2.3308830999999998e+01,4.8279220167687056e+00,7.5000000000000000e-01,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,2.1104593862046148e+01,9.8000197033453107e-01,-1.4293481335496869e+01,1.3105066995727399e+00,9.6015288437319446e-01,1.7327711429056384e+02,1.0005230528293974e+06
36,backward,unpolarized,Unpolarized,unpolarized_C13,2.8731502246358233e-15,s03_qout05,2.0977947899999997e+01,4.5801689815988222e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,1.6521687862143409e+01,8.5274382862205256e-01,-3.3443836803153006e+00,3.7328936705113605e+00,9.6400822829136512e-01,1.7928928170630275e+02,4.3440697643300821e+05
37,backward,unpolarized,Unpolarized,unpolarized_C13,2.5493325368370439e-15,s02_qout02,1.8647064799999999e+01,4.3182247278250809e+00,1.0000000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,1.6155040290375211e+01,9.5359242468373029e-01,-8.3049201082602462e+00,1.6660459764488067e+00,9.5351110100596159e-01,1.7506676246531956e+02,6.4085582861291501e+05
38,backward,unpolarized,Unpolarized,unpolarized_C13,2.4561981247544961e-15,s05_qout01,2.5639714099999999e+01,5.0635673294625008e+00,7.5000000000000000e-01,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,2.3442474358420050e+01,9.8291729829843366e-01,-1.6254657469904853e+01,1.2872646419042191e+00,9.6324798571234316e-01,1.7310463540054994e+02,9.9226193052422500e+05
39,backward,unpolarized,Unpolarized,unpolarized_C13,2.4014177623550609e-15,s00_qout00,1.3985298599999998e+01,3.7396923135466635e+00,5.0000000000000000e-01,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,1.1923306260782788e+01,9.7235952729093278e-01,-8.5226022792261862e+00,1.2187781206140207e+00,9.3565929268846659e-01,1.7291570545658885e+02,2.2120656372125568e+06
40,backward,unpolarized,Unpolarized,unpolarized_C13,2.2373228506664594e-15,s03_qout03,2.0977947899999997e+01,4.5801689815988222e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,1.8198026392287062e+01,9.4372264306479670e-01,-7.8329831927234510e+00,1.9650535521084935e+00,9.5945548099169486e-01,1.7600289790745870e+02,4.5847206899075408e+05
41,backward,unpolarized,Unpolarized,unpolarized_C13,2.2150249112202989e-15,s00_qout02,1.3985298599999998e+01,3.7396923135466635e+00,1.0000000000000000e+00,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,1.1308772264911038e+01,9.1674793083696438e-01,-4.8564726798516968e+00,1.9068206192849206e+00,9.4126829329491268e-01,1.7617286817971433e+02,7.1741762111234933e+05
42,backward,unpolarized,Unpolarized,unpolarized_C13,2.1898572361650337e-15,s00_qout03,1.3985298599999998e+01,3.7396923135466635e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,1.7453292519943295e+00,2.5000000000000000e-01,1.0583354694656107e+01,8.5604702617538453e-01,-3.0262903851466847e+00,2.6595422347373043e+00,9.4335170406018676e-01,1.7824138371506524e+02,6.8425994751684739e+03
43,backward,unpolarized,Unpolarized,unpolarized_C13,2.1623376508412002e-15,s03_qout04,2.0977947899999997e+01,4.5801689815988222e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,1.7632247553679676e+01,9.1264171177354381e-01,-5.5797073069918337e+00,2.5676070553191055e+00,9.6128523890250106e-01,1.7744658460683175e+02,4.0092409373699612e+05
44,backward,unpolarized,Unpolarized,unpolarized_C13,2.1507705585088110e-15,s02_qout00,1.8647064799999999e+01,4.3182247278250809e+00,5.0000000000000000e-01,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,1.6590856173151845e+01,9.8294094585731806e-01,-1.2560631327396104e+01,1.1677802335286520e+00,9.4999620912464255e-01,1.7245871250214918e+02,2.1752796355146896e+06
45,backward,unpolarized,Unpolarized,unpolarized_C13,2.0904577563523301e-15,s03_qout03,2.0977947899999997e+01,4.5801689815988222e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,1.8198026392287058e+01,9.4372264306479647e-01,-7.8329831927234501e+00,1.9650535521084953e+00,9.5945548099169486e-01,1.7600289790745853e+02,4.5847206899151742e+05
46,backward,unpolarized,Unpolarized,unpolarized_C13,2.0072516569575742e-15,s06_qout01,2.7970597199999997e+01,5.2887235889201083e+00,7.5000000000000000e-01,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,2.5777078811922557e+01,9.8516263779149604e-01,-1.8232336364776092e+01,1.2680680762469834e+00,9.6583888587378031e-01,1.7295716409693532e+02,9.8570474730244617e+05
47,backward,unpolarized,Unpolarized,unpolarized_C13,1.7724024305190688e-15,s03_qout01,2.0977947899999997e+01,4.5801689815988222e+00,7.5000000000000000e-01,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,1.8762370280061241e+01,9.7610133371570584e-01,-1.2351592682277667e+01,1.3392180532231870e+00,9.5639590823711640e-01,1.7348272914437283e+02,1.0112258075654316e+06
48,backward,unpolarized,Unpolarized,unpolarized_C13,1.7435826462519512e-15,s06_qout00,2.7970597199999997e+01,5.2887235889201083e+00,5.0000000000000000e-01,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,2.5896150158851725e+01,9.9097167450499513e-01,-2.0843434725664668e+01,1.1157729157466811e+00,9.6461249643654845e-01,1.7195977450671012e+02,2.1440205290270075e+06
49,backward,unpolarized,Unpolarized,unpolarized_C13,1.6638527518931898e-15,s06_qout00,2.7970597199999997e+01,5.2887235889201083e+00,5.0000000000000000e-01,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,2.5896150158851729e+01,9.9097167450499524e-01,-2.0843434725664657e+01,1.1157729157466789e+00,9.6461249643654834e-01,1.7195977450671009e+02,2.1440205290346327e+06
50,backward,unpolarized,Unpolarized,unpolarized_C13,1.6182193338337126e-15,s03_qout00,2.0977947899999997e+01,4.5801689815988222e+00,5.0000000000000000e-01,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,1.8919842907211567e+01,9.8589256108087642e-01,-1.4610471639290660e+01,1.1505738327520365e+00,9.5484493639042278e-01,1.7229892974850000e+02,2.1642728630435783e+06
51,backward,unpolarized,Unpolarized,unpolarized_C13,1.5969955444035653e-15,s02_qout04,1.8647064799999999e+01,4.3182247278250809e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.4874629934615635e+00,4.6290556470513566e+00,1.5707963267948966e+00,8.3333333333333037e-02,1.4994968335575528e+01,8.8219672467723709e-01,-4.0640497083964950e+00,2.8821824057996741e+00,9.5666660153034200e-01,1.8000000000000000e+02,4.0664483749787705e+03
52,backward,unpolarized,Unpolarized,unpolarized_C13,1.5804208058812933e-15,s05_qout02,2.5639714099999999e+01,5.0635673294625008e+00,1.0000000000000000e+00,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,2.3265048390731778e+01,9.7424375711471900e-01,-1.3753126938161552e+01,1.4949059213246252e+00,9.6446831972904434e-01,1.7417676853420667e+02,5.9559417179532652e+05
53,backward,unpolarized,Unpolarized,unpolarized_C13,1.5258390355920189e-15,s01_qout00,1.6316181699999998e+01,4.0393293626541515e+00,5.0000000000000000e-01,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,1.4259062956801944e+01,9.7872941748069109e-01,-1.0529682829326733e+01,1.1897341186105002e+00,9.4380891106136222e-01,1.7265779171922037e+02,2.1903328566950089e+06
54,backward,unpolarized,Unpolarized,unpolarized_C13,1.4756727519220607e-15,s01_qout00,1.6316181699999998e+01,4.0393293626541515e+00,5.0000000000000000e-01,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,1.4259062956801948e+01,9.7872941748069120e-01,-1.0529682829326728e+01,1.1897341186104986e+00,9.4380891106136233e-01,1.7265779171922037e+02,2.1903328566943668e+06
55,backward,unpolarized,Unpolarized,unpolarized_C13,1.4591409249709274e-15,s06_qout02,2.7970597199999997e+01,5.2887235889201083e+00,1.0000000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,2.5616428472104300e+01,9.7787343705993868e-01,-1.5618768482220961e+01,1.4594727079765033e+00,9.6697411794666555e-01,1.7397277190524125e+02,5.8715693199607427e+05
56,backward,unpolarized,Unpolarized,unpolarized_C13,1.4318005090661317e-15,s02_qout03,1.8647064799999999e+01,4.3182247278250809e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,1.5745032030586955e+01,9.2749423349030102e-01,-6.1804786194959389e+00,2.1106932871178659e+00,9.5546070535155525e-01,1.7650927351267410e+02,4.8908647886690381e+05
57,backward,unpolarized,Unpolarized,unpolarized_C13,1.3736970141574896e-15,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,1.9198621771937625e+00,2.5000000000000000e-01,1.2178859360803209e+01,8.2720409712912557e-01,-2.6330367969109187e+00,3.4239041738930789e+00,9.5378319785633436e-01,1.7875238995934990e+02,3.5254459761808748e+03
58,backward,unpolarized,Unpolarized,unpolarized_C13,1.3577225403518030e-15,s04_qout02,2.3308830999999998e+01,4.8279220167687056e+00,1.0000000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,1.3962634015954636e+00,1.6666666666666696e-01,2.0906461940117371e+01,9.6945221437801599e-01,-1.1909531723410096e+01,1.5386140847850678e+00,9.6148934523446949e-01,1.7441723649961509e+02,6.0644105972451367e+05
59,backward,unpolarized,Unpolarized,unpolarized_C13,1.2921640988909477e-15,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.7374629934615626e+00,4.8790556470513557e+00,1.7453292519943295e+00,1.6666666666666607e-01,1.2200222628461313e+01,8.2764311456261586e-01,-2.6231113014380170e+00,3.4205434112378366e+00,9.5494943983372149e-01,1.7939132642546448e+02,5.5941521195724537e+05
60,backward,unpolarized,Unpolarized,unpolarized_C13,1.2657766440226306e-15,s05_qout06,2.5639714099999999e+01,5.0635673294625008e+00,2.0000000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,1.9198621771937625e+00,2.5000000000000000e-01,2.0674611596056383e+01,8.6173705615786034e-01,-3.7854668745435163e+00,4.1970190496707662e+00,9.6897869612519305e-01,1.7884833905359304e+02,2.3114557282524111e+03
1,backward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,3.5465636819869390e-16,s03_qout03,2.0977947899999997e+01,4.5801689815988222e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.4874629934615635e+00,4.6290556470513566e+00,1.5707963267948966e+00,8.3333333333333037e-02,1.8210440494004974e+01,9.4512006341515398e-01,-7.8364713670626447e+00,1.9372629017656211e+00,9.5869040640050618e-01,1.8000000000000000e+02,4.0721516980295364e+03
2,backward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,2.1274517541060302e-16,s04_qout04,2.3308830999999998e+01,4.8279220167687056e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,1.3962634015954636e+00,2.5000000000000000e-01,2.0083790751883019e+01,9.3182847347685194e-01,-7.0891667421232727e+00,2.3491516171183999e+00,9.6094836423069008e-01,1.7689187694097694e+02,4.0187618403005808e+03
3,backward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,1.2957588405299756e-16,s02_qout03,1.8647064799999999e+01,4.3182247278250809e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,1.7453292519943295e+00,2.5000000000000000e-01,1.5241048204912554e+01,9.2527580458089975e-01,-6.1328816622739941e+00,2.1106932871178659e+00,9.2709477061434509e-01,1.7650927351267410e+02,1.7343358872215677e+02
4,backward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,8.5210732005565625e-17,s02_qout04,1.8647064799999999e+01,4.3182247278250809e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,2.4434609527920612e+00,1.6666666666666696e-01,1.2181588236793225e+01,8.4243184739608978e-01,-4.5492609046630514e+00,3.1582839238773888e+00,8.1385987844934160e-01,1.6984497251787801e+02,2.8754227030880230e+01
5,backward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,8.4555212584572717e-17,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,2.7925268031909272e+00,2.5000000000000000e-01,1.0014447827393633e+01,7.8940219865190342e-01,-3.0681335163556320e+00,3.5515121278136657e+00,8.2183456994513049e-01,1.7313656411245947e+02,3.8728945768586399e+01
6,backward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,8.4132755684825666e-17,s03_qout05,2.0977947899999997e+01,4.5801689815988222e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.6541296601282296e+00,4.7957223137180227e+00,2.2689280275926285e+00,8.3333333333333037e-02,1.5228253311706156e+01,8.4028437643635989e-01,-3.4982722814129636e+00,3.7743283456201309e+00,9.0171380083900809e-01,1.7679538942467363e+02,7.3043755898501487e+01
7,backward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,7.5426191142338576e-17,s01_qout02,1.6316181699999998e+01,4.0393293626541515e+00,1.0000000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,1.9198621771937625e+00,2.5000000000000000e-01,1.3046497554741222e+01,9.3209885411201387e-01,-6.5837119857358033e+00,1.8302497749708155e+00,9.0675026691804261e-01,1.7099604284044739e+02,1.2185296146025193e+02
8,backward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,7.4234095846119797e-17,s05_qout03,2.5639714099999999e+01,5.0635673294625008e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,1.2217304763960306e+00,2.5000000000000000e-01,2.1868687060861053e+01,9.5557933890233304e-01,-1.1290719645410309e+01,1.8964226314481323e+00,9.2428860086423403e-01,1.7050670960330302e+02,7.6398793555326790e+01
9,backward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,7.1197778750571649e-17,s03_qout05,2.0977947899999997e+01,4.5801689815988222e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.5707963267948966e+00,4.7123889803846897e+00,1.7453292519943295e-01,0.0000000000000000e+00,1.0835133766736998e+01,7.6766378741452623e-01,-4.4294920639832949e+00,4.1591362936995351e+00,7.0227649984616392e-01,1.6982678680183062e+02,1.5448949629258262e+01
10,backward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,7.1073697749588751e-17,s00_qout03,1.3985298599999998e+01,3.7396923135466635e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,2.2689280275926285e+00,1.6666666666666696e-01,9.1783872009254779e+00,8.3036450624987457e-01,-3.2426815872450327e+00,2.7549003552993381e+00,8.4342313132921154e-01,1.7235180226785664e+02,5.6588962175216480e+01
11,backward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,6.5499514958743209e-17,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.4874629934615635e+00,4.6290556470513566e+00,1.9198621771937625e+00,8.3333333333333037e-02,1.1690106196428193e+01,8.2127086984190845e-01,-2.6437588474882898e+00,3.4239041738930789e+00,9.2212068995622454e-01,1.7875238995934990e+02,1.9022266440002116e+02
12,backward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,6.4825253739137757e-17,s01_qout04,1.6316181699999998e+01,4.0393293626541515e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.8207963267948966e+00,4.9623889803846897e+00,1.3962634015954636e+00,2.5000000000000000e-01,1.1685123544874353e+01,8.2140228940876736e-01,-2.6166810539062575e+00,3.4205434112378366e+00,9.2158018518292695e-01,1.7939132642546448e+02,1.9860422805512565e+02
13,backward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,6.0171467888451682e-17,s06_qout06,2.7970597199999997e+01,5.2887235889201083e+00,2.0000000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,2.9670597283903599e+00,2.5000000000000000e-01,1.3324092704501753e+01,7.6814539896656098e-01,-7.2080290009413641e+00,4.9015464046371857e+00,6.4028471194883363e-01,1.6456768740534997e+02,8.5079204185493111e+00
14,backward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,5.0972651183905421e-17,s03_qout05,2.0977947899999997e+01,4.5801689815988222e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,2.0943951023931953e+00,1.6666666666666696e-01,1.4816954048795280e+01,8.3760180446153665e-01,-3.4170714079265765e+00,3.7526250614586414e+00,8.8016935320221534e-01,1.7773096578527907e+02,5.9879328974901711e+01
15,backward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,4.7926033812180804e-17,s03_qout04,2.0977947899999997e+01,4.5801689815988222e+00,1.5000000000000000e+00,1.5707963267948966e+00,1.4041296601282296e+00,4.5457223137180227e+00,2.7925268031909272e+00,1.6666666666666696e-01,1.2668722147481128e+01,8.1768792525881817e-01,-7.1410201952289931e+00,3.7044680988526051e+00,7.7088596632907924e-01,1.5837391639377478e+02,1.4804178636009585e+01
16,backward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,4.6692454229575269e-17,s02_qout03,1.8647064799999999e+01,4.3182247278250809e+00,1.2500000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,2.9670597283903599e+00,2.5000000000000000e-01,1.0557808499630863e+01,7.8098734627122512e-01,-8.2538354789906645e+00,3.8405752693403681e+00,7.6086968925220033e-01,1.4589234629132363e+02,1.4689959895021488e+01
17,backward,longitudinal_polarized,Longitudinal polarized,longitudinal_polarized_C13,4.6314598332519801e-17,s05_qout05,2.5639714099999999e+01,5.0635673294625008e+00,1.7500000000000000e+00,1.5707963267948966e+00,1.3207963267948966e+00,4.4623889803846897e+00,2.7925268031909272e+00,2.5000000000000000e-01,1.4710758508051935e+01,8.1702050102008639e-01,-7.9937134904351685e+00,4.1744580495337047e+00,7.2719979890305009e-01,1.6088161054632900e+02,1.0848566653473995e+01
